"","Record.ID","Catalogue.Number","Taxon.Concept.GUID","Scientific.Name...original","Vernacular.name...original","Scientific.Name","Taxon.Rank","Vernacular.name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Subspecies","Data.Resource.ID","Data.Resource.Name","Institution.ID","Institution","Collection.ID","Collection","Licence","Institution.Code","Collection.Code","Locality","Latitude...original","Longitude...original","Geodetic.datum...original","Latitude","Longitude","Coordinate.Precision","Coordinate.Uncertainty.in.Metres","Country...parsed","State...parsed","Local.Government.Areas","IMCRA.4.Regions","IBRA.7.Regions","Maximum.elevation.in.meters","Minimum.elevation.in.meters","Minimum.depth.in.meters","Maximum.depth.in.meters","Individual.count","Collector","Year","Month","Day","Event.Date...parsed","Verbatim.event.date","Basis.Of.Record...original","Basis.Of.Record","Occurrence.status","Sex","Preparations","Outlier.for.layer","Taxonomic.Quality","Location.Quality"
"368594","399c95bb-0e70-4273-a730-41b6fba5b291","CBG 9705241.1","NZOR-4-26810","Lecidea fuscoatrula Nyl.","","Lecidea fuscoatrula","species","","Fungi","Ascomycota","Lecanoromycetes","Lecideales","Lecideaceae","Lecidea","Lecidea fuscoatrula","","dr376","MEL AVH data","in5","Centre for Australian National Biodiversity Research","co12","Australian National Herbarium","CC-BY 3.0 (Au)","CANB","CBG","Rocky hillside, 3km east of Bungendore.",-35.25,149.4833,"",-35.25,149.4833,NA,3000,"Australia","New South Wales","Palerang (A)","","South Eastern Highlands",820,820,NA,NA,"","Elix, J.A.",1977,3,23,"1977-03-23","","PreservedSpecimen","PreservedSpecimen","present","","boxed","","true","true"
"337621","72d1ec17-5102-484a-bdb2-dcf01a65f06e","91382","20d225c4-2e57-4c14-a815-08555a64d382","Flammulina velutipes","","Flammulina velutipes","species","Velvet Shank","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Flammulina","Flammulina velutipes","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Taranna Forest Reserve",-43.06666,147.883333,"",-43.06666,147.883333,NA,NA,"Australia","Tasmania","Tasman (M)","","Tasmanian South East",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",NA,NA,NA,"","","Observation","HumanObservation","present","","","","true","true"
"47706","ec3a74c6-8077-47fa-8f48-358e88255354","42946","880abd7a-b60f-44b6-8c08-ea72f832d2e0","Omphalotus nidiformis","","Omphalotus nidiformis","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Omphalotus","Omphalotus nidiformis","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Spion Kop Road.  Black River picnic ground.",-40.8997222222222,145.298333333333,"EPSG:4326",-40.8997222222222,145.298333333333,NA,1000,"Australia","Tasmania","Circular Head (M)","","King",NA,NA,NA,NA,"","Fungimap Recorder Number: 922",2008,6,25,"2008-06-25","25/6/2008","HumanObservation","HumanObservation","present","","","","true","true"
"387660","6ccb5c89-f13e-427a-8281-5d8c659ed9e1","PERTH 7700083","29a6404a-c5d5-40cf-8ca3-e380c832cf36","Pleurotus australis (Cooke & Massee) Sacc.","","Pleurotus australis","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pleurotaceae","Pleurotus","Pleurotus australis","","dr376","MEL AVH data","in33","Western Australia, Department of Biodiversity, Conservation and Attractions","co75","Western Australian Herbarium","CC-BY 3.0 (Au)","PERTH","PERTH","Lowlands, Lowlands Road, Mardella, Perth",-32.32,115.91916667,"GDA94",-32.3199999991,115.91916667,NA,100,"Australia","Western Australia","Serpentine-Jarrahdale (S)","","Swan Coastal Plain",NA,NA,NA,NA,"","Froudist, J.",2006,5,20,"2006-05-20","20 May 2006","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"444187","4272a294-9577-4290-93d2-e4a2dab3439c","HO 516955","NZOR-4-12414","Cladonia  ochrochlora Flörke","","Cladonia ochrochlora","species","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","Cladonia ochrochlora","","dr10574","HO AVH data","in25","Tasmanian Museum and Art Gallery","co60","Tasmanian Herbarium","CC-BY 3.0 (Au)","HO","HO","terminus of Manuka Road, Warra LTER site",-43.1,146.666667,"EPSG:4202",-43.098625,146.667721,NA,50,"Australia","Tasmania","Huon Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","Kantvilas, G.",2002,5,28,"2002-05-28","28 May 2002","PreservedSpecimen","PreservedSpecimen","present","","packet","","true","true"
"223467","0b387814-dbb3-4249-ad8f-9d9a8526b3f1","19508163","1c30b8f8-617c-465b-8e44-8594b64170b8","Piptoporus australiensis","","Piptoporus australiensis","species","","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Piptoporus","Piptoporus australiensis","","dr1411","iNaturalist","","","","","CC-BY-NC-Int","iNaturalist","Observations","",-34.7117973666,150.7078252849,"",-34.7117973666,150.7078252849,NA,28790,"Australia","New South Wales","Shoalhaven (C)","","Sydney Basin",NA,NA,NA,NA,"","QuestaGame",2019,1,8,"2019-01-08","2019-01-08T17:24","HumanObservation","HumanObservation","present","","","","true","true"
"58347","d9a19657-af08-4c12-8572-659a70c7dd32","1052205","67ce2a84-9a9d-4e85-9779-61ef0788ad4f","Psilocybe brunneoalbescens","","Psilocybe brunneoalbescens","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Psilocybe","Psilocybe brunneoalbescens","","dr710","Tasmanian Natural Values Atlas","","","","","CC-BY","","","",-41.266670618133,147.266661282054,"EPSG:4326",-41.266670618133,147.266661282054,NA,100,"Australia","Tasmania","Launceston (C)","","Ben Lomond",NA,NA,NA,NA,"","David Ratkowsky (2589),G Gates (7518)",2005,12,8,"2005-12-08","","Sighting","HumanObservation","present","","","","true","true"
"46454","df7db23b-7d9c-46fd-ae47-3bd6f9720a16","CANB 798666.1","NZOR-4-104018","Cladonia fruticulosa Kremp.","","Cladonia fruticulosa","species","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","Cladonia fruticulosa","","dr376","MEL AVH data","in5","Centre for Australian National Biodiversity Research","co12","Australian National Herbarium","CC-BY 3.0 (Au)","CANB","CANB","Trail to Hypipamee Crater, 26 km S of Atherton.",-17.4283,145.4833,"",-17.4283,145.4833,NA,200,"Australia","Queensland","Tablelands (R)","","Wet Tropics",980,980,NA,NA,"","Elix, J.A.",2006,8,5,"2006-08-05","","PreservedSpecimen","PreservedSpecimen","present","","vertical","","true","true"
"302141","655829b9-4173-4bb2-9c0c-d2da7a95e1d5","5503676","urn:lsid:indexfungorum.org:names:17703","Gymnopus","","Gymnopus","genus","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Gymnopus","","","dr1411","iNaturalist","","","","","CC-BY-NC-Int","iNaturalist","Observations","",-26.82666586,152.71799299,"",-26.82666586,152.71799299,NA,9,"Australia","Queensland","Moreton Bay (R)","","South Eastern Queensland",NA,NA,NA,NA,"","pat-leonard",2017,3,28,"2017-03-28","2017-03-28 11:25:31 AM AEST","HumanObservation","HumanObservation","present","","","","true","true"
"56426","bef8930e-d193-481f-abaf-3f5cab849af8","CBG 9914526.1","NZOR-4-37930","Ramboldia petraeoides (Nyl. ex Bab. & Mitt.) Kantvilas & Elix","","Ramboldia petraeoides (Nyl. ex C.Bab. & Mitt.) Kantvilas & Elix (Nyl. ex. C.Bab. & Mitt.)","species","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Lecanoraceae","Ramboldia","Ramboldia petraeoides","","dr376","MEL AVH data","in5","Centre for Australian National Biodiversity Research","co12","Australian National Herbarium","CC-BY 3.0 (Au)","CANB","CBG","Tinderry Mountains, 9 km ESE of Michelago.",-35.75,149.2667,"",-35.75,149.2667,NA,1000,"Australia","New South Wales","Cooma-Monaro (A)","","South Eastern Highlands",1200,1200,NA,NA,"","Streimann, H.",1986,1,26,"1986-01-26","","PreservedSpecimen","PreservedSpecimen","present","","boxed","","true","true"
"71381","d0c5d0c6-f924-4ee3-ae25-05998d0ffe45","MEL 1019878B","NZOR-4-36116","Xanthoria","","Xanthoria","genus","","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Xanthoria","","","dr376","MEL AVH data","in21","Royal Botanic Gardens Victoria","co55","National Herbarium of Victoria","CC-BY 3.0 (Au)","MEL","MEL","Bass Strait. East Kangaroo Island. Ca 90 m SW of the summit.",-40.1667,147.9,"",-40.1667,147.9,NA,10000,"Australia","Tasmania","","Southeast Shelf Transition","",28,28,NA,NA,"","Whinray, J.S.",1972,2,25,"1972-02-25","","PreservedSpecimen","PreservedSpecimen","present","","packet","","true","true"
"39878","d0efa4cd-9bf7-4310-9258-88cbfde59293","MEL 1065934A","NZOR-4-118365","Usnea","","Usnea","genus","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","","","dr376","MEL AVH data","in21","Royal Botanic Gardens Victoria","co55","National Herbarium of Victoria","CC-BY 3.0 (Au)","MEL","MEL","1 mile N of Bauer Bay, Macquarie Island. Station 5.",-54.5167,158.8667,"",-54.5167,158.8667,NA,10000,"Australia","Tasmania","","","Subantarctic Islands",12.192,12.192,NA,NA,"","Filson, R.B.",1964,1,28,"1964-01-28","","PreservedSpecimen","PreservedSpecimen","present","","packet","","true","true"
"296965","a832650d-a7f7-4518-9dd4-ffe76481fd58","58243","urn:lsid:indexfungorum.org:names:17702","Gymnopilus sp.","","Gymnopilus","genus","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Gymnopilus","","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Lyrebird Walk",-42.683321,146.666665,"",-42.683321,146.666665,NA,NA,"Australia","Tasmania","Derwent Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",2001,4,24,"2001-04-24","","Observation","HumanObservation","present","","","","true","true"
"466019","038020bb-55b2-4a92-978d-d03a270ebd73","CANB 636888.1","NZOR-4-51358","Leptogium austroamericanum (Malme) C.W.Dodge","","Leptogium austroamericanum","species","","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Collemataceae","Leptogium","Leptogium austroamericanum","","dr376","MEL AVH data","in5","Centre for Australian National Biodiversity Research","co12","Australian National Herbarium","CC-BY 3.0 (Au)","CANB","CANB","Crediton State Forest, 20 km SSW of Finch Hatton.",-21.3167,148.55,"",-21.3167,148.55,NA,1000,"Australia","Queensland","Mackay (R)","","Central Mackay Coast",840,840,NA,NA,"","Elix, J.A.",1986,7,1,"1986-07-01","","PreservedSpecimen","PreservedSpecimen","present","","vertical","","true","true"
"246460","b897c0d8-08e4-4172-81da-955b7b36d5d2","HO 539841","NZOR-4-118365","Usnea","","Usnea","genus","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","","","dr10574","HO AVH data","in25","Tasmanian Museum and Art Gallery","co60","Tasmanian Herbarium","CC-BY 3.0 (Au)","HO","HO","summit of Mt Murray",-42.466667,147.983333,"EPSG:4202",-42.465276,147.984355,NA,50,"Australia","Tasmania","Glamorgan/Spring Bay (M)","","Tasmanian South East",NA,NA,NA,NA,"","Kantvilas, G.",2006,4,14,"2006-04-14","14 Apr 2006","PreservedSpecimen","PreservedSpecimen","present","","packet","","true","true"
"44299","e463f9a3-b871-4380-a4c7-995944a12c73","BRI AQ0803474","NZOR-4-20812","Ramalina peruviana Ach.","","Ramalina peruviana","species","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Ramalina","Ramalina peruviana","","dr2287","BRI AVH data","in42","Queensland Department of Environment and Science","co49","Queensland Herbarium","CC-BY 3.0 (Au)","BRI","Herbrecs","ABOUT 1KM W OF MT. BLACK ROAD, MT. BLACK REPEATER STATION AREA.",-26.44166667,152.85833333,"AGD66",-26.4402087011,152.8591218136,NA,1600,"Australia","Queensland","Sunshine Coast (R)","","South Eastern Queensland",NA,NA,NA,NA,"","Stevens, G.N.",1991,10,19,"1991-10-19","1991-10-19","PreservedSpecimen","PreservedSpecimen","present","","sheet","","true","true"
"474605","22b838d3-345f-44f1-9011-2342214a6dce","6028","13d92830-593c-4fa3-a1c4-85aa80d124e6","Amanita muscaria","","Amanita muscaria","species","Fly Agaric","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita muscaria","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Melbourne suburb: Mt Waverley, Wadham Pde",-37.8722,145.1228,"EPSG:4326",-37.8722,145.1228,NA,1000,"Australia","Victoria","Monash (C)","","South East Coastal Plain",NA,NA,NA,NA,"","Fungimap Recorder Number: 322",1994,5,NA,"1994-05-01","0/5/1994","HumanObservation","HumanObservation","present","","","","true","true"
"23691","f3ccfac6-a4f4-46cf-84f7-99ed83ff2281","HO 38913","NZOR-4-88877","Rhizocarpon","","Rhizocarpon","genus","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Rhizocarpaceae","Rhizocarpon","","","dr10574","HO AVH data","in25","Tasmanian Museum and Art Gallery","co60","Tasmanian Herbarium","CC-BY 3.0 (Au)","HO","HO","Cramps Road, Upper Scamander area",-41.4,148.216667,"",-41.4,148.216667,NA,1000,"Australia","Tasmania","Break O'Day (M)","","Furneaux",NA,NA,NA,NA,"","Bratt, G.C.|Mackay, K.M.",1975,3,24,"1975-03-24","24 Mar 1975","PreservedSpecimen","PreservedSpecimen","present","","packet","","true","true"
"114487","d9854bbf-a52d-4da8-a9c1-dfb2bcfe56c5","13172596","abcf520e-4be2-4bec-800f-7971df0adbe0","Podoserpula pusio","","Podoserpula pusio","species","","Fungi","Basidiomycota","Agaricomycetes","Boletales","Amylocorticiaceae","Podoserpula","Podoserpula pusio","","dr1411","iNaturalist","","","","","CC-BY-NC-Int","iNaturalist","Observations","",-38.4752550902,143.9387184984,"",-38.4752550902,143.9387184984,NA,100,"Australia","Victoria","Surf Coast (S)","","South Eastern Highlands",NA,NA,NA,NA,"","Reiner Richter",2018,5,30,"2018-05-30","2018/05/30 8:04 PM AEST","HumanObservation","HumanObservation","present","","","","true","true"
"359797","425a71b3-81a6-4829-ad40-4e63830288b9","L-131139","NZOR-4-92994","Rinodina kozukensis","","Rinodina","genus","","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Physciaceae","Rinodina","","","dr695","GBIF records","","","","","other","UPS","BOT","Arkaroo rock area, the E-facing slope N of Arkaroo rock",NA,NA,"",NA,NA,NA,NA,"Australia","","","","",NA,NA,NA,NA,"","Owe-Larsson, Björn",1994,3,12,"1994-03-12","","preserved specimen","PreservedSpecimen","present","","","","true",""
"71510","e385742a-cacb-403a-b22d-5e8aa35af5f6","PDD28032","NZOR-4-62936","Osmoporus carteri","","Coriolopsis floccosa","species","","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Coriolopsis","Coriolopsis floccosa","","dr695","GBIF records","","","","","other","LCR","PDD","South Australia, Adelaide, National Park",NA,NA,"",NA,NA,NA,NA,"Australia","","","","",NA,NA,NA,NA,"","W.N. Cheeseman",NA,NA,NA,"","","S","PreservedSpecimen","present","","","","true",""
"198691","2cb8de57-968e-4059-9a97-1ca86ec54a5e","MEL 1031793A","NZOR-4-28250","Cladonia","","Cladonia","genus","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","","","dr376","MEL AVH data","in21","Royal Botanic Gardens Victoria","co55","National Herbarium of Victoria","CC-BY 3.0 (Au)","MEL","MEL","Long Island. Ca 0.6 km east of the Island's summit.",-40.3667,148,"",-40.3667,148,NA,10000,"Australia","Tasmania","","Southeast Shelf Transition","",28,28,NA,NA,"","Whinray, J.S.",1971,1,1,"1971-01-01","","PreservedSpecimen","PreservedSpecimen","present","","packet","","true","false"
"286273","43a2fa6b-d025-4b34-9c21-d0ca0fc93b6e","1218392","10fc40f4-9769-406c-b189-f458e4e403f1","Hygrocybe erythrocrenata","","Hygrocybe erythrocrenata","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrocybe","Hygrocybe erythrocrenata","","dr710","Tasmanian Natural Values Atlas","","","","","CC-BY","","","",-42.6833303271572,146.666661442629,"EPSG:4326",-42.6833303271572,146.666661442629,NA,5000,"Australia","Tasmania","Derwent Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","David Ratkowsky (2589),G Gates (7518)",2006,2,27,"2006-02-27","","Sighting","HumanObservation","present","","","","true","true"
"192659","bf25138c-f7d7-48c6-a8ed-f9480aec495d","1022242","06536112-2e62-4481-b596-c1f173f2f803","Panellus stipticus","","Panellus stipticus","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Panellus","Panellus stipticus","","dr710","Tasmanian Natural Values Atlas","","","","","CC-BY","","","",-42.6833303271572,146.666661442629,"EPSG:4326",-42.6833303271572,146.666661442629,NA,100,"Australia","Tasmania","Derwent Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","David Ratkowsky (2589),G Gates (7518)",2002,5,27,"2002-05-27","","Sighting","HumanObservation","present","","","","true","true"
"350561","81aae78a-8afb-4547-9d7e-64e196ecda7f","989879","NZOR-4-28535","Discinella terrestris","","Phaeohelotium baileyanum","species","","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Phaeohelotium","Phaeohelotium baileyanum","","dr710","Tasmanian Natural Values Atlas","","","","","CC-BY","","","",-41.300003551318,147.366666565319,"EPSG:4326",-41.300003551318,147.366666565319,NA,100,"Australia","Tasmania","Launceston (C)","","Ben Lomond",NA,NA,NA,NA,"","David Ratkowsky (2589),G Gates (7518)",2004,5,31,"2004-05-31","","Sighting","HumanObservation","present","","","","true","false"
"23183","f6946254-9f6f-461f-9cdf-4c1108fca8c3","WAC8118","urn:lsid:indexfungorum.org:names:8241","","","Exserohilum","genus","","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Exserohilum","","","dr795","Records of the DAFWA Plant Pathology Collection","in52","Department of Agriculture and Food - Western Australia","co4","DAFWA - Plant Pathology Culture Collection","CC-BY-NC","","WAC","Geraldton",-28.78,114.61,"",-28.78,114.61,NA,NA,"Australia","Western Australia","Geraldton-Greenough (C)","","Geraldton Sandplains",NA,NA,NA,NA,"","Brown, A. G. P.",1984,6,27,"1984-06-27","","","LivingSpecimen","present","","","","true","true"
"14853","f7886774-722e-4c12-a926-b5311f322bd9","CANB 563416.1","NZOR-4-53803","Cladia corallaizon F.Wilson ex Filson","","Cladia corallaizon","species","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladia","Cladia corallaizon","","dr376","MEL AVH data","in5","Centre for Australian National Biodiversity Research","co12","Australian National Herbarium","CC-BY 3.0 (Au)","CANB","CANB","Weddin Range, at foot of Weddin Mountains, 15 km west of Grenfell.",-33.9,148.0167,"",-33.9,148.0167,NA,1000,"Australia","New South Wales","Weddin (A)","","NSW South Western Slopes",430,430,NA,NA,"","Elix, J.A.",1984,10,17,"1984-10-17","","PreservedSpecimen","PreservedSpecimen","present","","vertical","","true","true"
"402466","4080a909-d845-4cef-b9cd-5c0bbe35769c","MEL 0259569A","urn:lsid:indexfungorum.org:names:17339","Collybia","","Collybia","genus","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Collybia","","","dr376","MEL AVH data","in21","Royal Botanic Gardens Victoria","co55","National Herbarium of Victoria","CC-BY 3.0 (Au)","MEL","MEL","Eildon: natural bush opposite junction of Hill Court and Tank Hill Road.",-37.2167,145.9,"",-37.2167,145.9,NA,10000,"Australia","Victoria","Murrindindi (S)","","Victorian Midlands",250,250,NA,NA,"","Sinnott, N.H.",1994,6,19,"1994-06-19","","PreservedSpecimen","PreservedSpecimen","present","","packet","","true","true"
"409561","0e66ec5a-5dca-4e87-a2ab-c3c851358240","CANB 792067.1","NZOR-4-118365","Usnea Dill. ex Adans.","","Usnea","genus","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","","","dr376","MEL AVH data","in5","Centre for Australian National Biodiversity Research","co12","Australian National Herbarium","CC-BY 3.0 (Au)","CANB","CANB","Mitchell Park, part of Cattai National Park, along Cattai Creek, c. 7 km NE of Windsor.",-33.5567,150.9253,"",-33.5567,150.9253,NA,50,"Australia","New South Wales","The Hills Shire (A)","","Sydney Basin",20,20,NA,NA,"","Elix, J.A.",2010,3,24,"2010-03-24","","PreservedSpecimen","PreservedSpecimen","present","","vertical","","true","true"
"21729","f9c29acb-e250-41ae-919c-1be9de0a7f66","1010955","8a2a4635-ec46-41da-8d4b-d51ea4b8bbf9","Macrolepiota clelandii","","Macrolepiota clelandii","species","Bush Parasol","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Macrolepiota","Macrolepiota clelandii","","dr710","Tasmanian Natural Values Atlas","","","","","CC-BY","","","",-41.5333340761863,148.166665354302,"EPSG:4326",-41.5333340761863,148.166665354302,NA,100,"Australia","Tasmania","Break O'Day (M)","","Ben Lomond",NA,NA,NA,NA,"","David Ratkowsky (2589),G Gates (7518)",2005,5,19,"2005-05-19","","Sighting","HumanObservation","present","","","","true","true"
